id,author,community,alpha,beta
530,spiros koulouzis_pers/10,26,1.0,0.15
531,stan matwin_pers/20,11,1.0,0.15
532,stanislaw ambroszkiewicz_pers/27,9,1.0,0.15
533,stefan j. zasada_pers/23,18,1.0,0.15
534,steven wood_pers/10,26,1.0,0.15
535,stijn imbrechts_pers/23,18,1.0,0.15
536,susheel varma_pers/23,18,1.0,0.15
537,syed naqvi_pers/18,19,1.0,0.15
538,syed wajahat abbas kazmi_pers/25,17,1.0,0.15
539,szymon engel_pers/16,20,1.0,0.15
540,szymon mentel_pers/27,9,1.0,0.15
541,szymon szominski_pers/27,9,1.0,0.15
542,t. harenberg_pers/8,22,1.0,0.15
543,t. kryza_pers/4,23,1.0,0.15
544,t. szymocha_pers/4,23,1.0,0.15
545,tadeusz j. popiela_pers/5,21,1.0,0.15
546,tadeusz szymocha_pers/19,12,1.0,0.15
547,tao jiang_pers/23,18,1.0,0.15
548,taras v. gerya_pers/3,4,1.0,0.15
549,thierry priol_pers/13,27,1.0,0.15
550,thomas bemmerl_pers/8,22,1.0,0.15
551,thomas erlebach_pers/2,16,1.0,0.15
552,thomas fahringer_pers/12,15,1.0,0.15
553,thomas ludwig 0002_pers/8,22,1.0,0.15
554,thomas rüter_pers/13,27,1.0,0.15
555,thomas schaaf_pers/23,18,1.0,0.15
556,thomas william_pers/8,22,1.0,0.15
557,thérèse ouellet_pers/16,20,1.0,0.15
558,timo m. breit_pers/10,26,1.0,0.15
559,tingxing dong_pers/17,1,1.0,0.15
560,tom lenaerts_pers/27,9,1.0,0.15
561,tomasz arodz_pers/22,14,1.0,0.15
562,tomasz bartynski_pers/23,18,1.0,0.15
563,tomasz grabarczyk_pers/19,12,1.0,0.15
564,tomasz grabiec_pers/28,7,1.0,0.15
565,tomasz gubala_pers/23,18,1.0,0.15
566,tomasz jadczyk_pers/23,18,1.0,0.15
567,tomasz kowal_pers/26,5,1.0,0.15
568,tomasz krupa_pers/27,9,1.0,0.15
569,tomasz mikolajczyk_pers/23,18,1.0,0.15
570,tomasz pachana_pers/24,25,1.0,0.15
571,tomasz piontek_pers/23,18,1.0,0.15
572,tomasz rozen_pers/20,11,1.0,0.15
573,tomasz sosnicki_pers/19,12,1.0,0.15
574,tomasz szepieniec_pers/19,12,1.0,0.15
575,tomasz szydlo_pers/4,23,1.0,0.15
576,tomasz wójcik_pers/27,9,1.0,0.15
577,tomir kryza_pers/7,2,1.0,0.15
578,uwe schwiegelshohn_pers/13,27,1.0,0.15
579,vaidy s. sunderam_pers/12,15,1.0,0.15
580,valeria v. krzhizhanovskaya_pers/18,19,1.0,0.15
581,vincent m. wheeler_pers/3,4,1.0,0.15
582,vito baggiolini_pers/21,3,1.0,0.15
583,vladimir getov_pers/13,27,1.0,0.15
584,vladimir janjic_pers/27,9,1.0,0.15
585,vladimir korkhov_pers/10,26,1.0,0.15
586,volker sander_pers/10,26,1.0,0.15
587,w. walter czech_pers/3,4,1.0,0.15
588,w. zdechlikiewicz_pers/20,11,1.0,0.15
589,wadim wojciechowski_pers/5,21,1.0,0.15
590,waldemar ciesla_pers/17,1,1.0,0.15
591,witold alda_pers/20,11,1.0,0.15
592,witold dzwinel_pers/20,11,1.0,0.15
593,wlodzimierz funika_pers/4,23,1.0,0.15
594,wojciech czech_pers/22,14,1.0,0.15
595,wojciech fracz_pers/27,9,1.0,0.15
596,wojciech kruczkowski_pers/6,24,1.0,0.15
597,wojciech mielczarek_pers/6,24,1.0,0.15
598,wojciech owczarz_pers/28,7,1.0,0.15
599,wojciech radwanski_pers/26,5,1.0,0.15
600,wojciech rzasa_pers/13,27,1.0,0.15
601,wojciech turek_pers/27,9,1.0,0.15
602,wojciech w. czech_pers/3,4,1.0,0.15
603,wojciech wislicki_pers/19,12,1.0,0.15
604,wojciech zaborowski_pers/4,23,1.0,0.15
605,wojciech ziajka_pers/15,10,1.0,0.15
606,wolfgang e. nagel_pers/8,22,1.0,0.15
607,wolfgang karl_pers/8,22,1.0,0.15
608,wolfgang walkowiak_pers/8,22,1.0,0.15
609,xi gao_pers/21,3,1.0,0.15
610,xian-he sun_pers/12,15,1.0,0.15
611,xuebin chi_pers/7,2,1.0,0.15
612,yahya bokhari_pers/21,3,1.0,0.15
613,yaolin shi_pers/3,4,1.0,0.15
614,yehuda ben-zion_pers/3,4,1.0,0.15
615,yichen zhou_pers/17,1,1.0,0.15
616,yingchun liu_pers/3,4,1.0,0.15
617,yonghong hu_pers/7,2,1.0,0.15
618,yosandra sandoval_pers/23,18,1.0,0.15
619,yujun sun_pers/3,4,1.0,0.15
620,yuriy kaniovskyi_pers/10,26,1.0,0.15
621,zbigniew kilianski_pers/8,22,1.0,0.15
622,zdzislaw wisniowski_pers/15,10,1.0,0.15
623,zhenyu lu_pers/5,21,1.0,0.15
624,zhiming zhao_pers/10,26,1.0,0.15
625,zofia mosurska_pers/19,12,1.0,0.15
0,a. leszczynski_pers/16,21,1.0,0.25
1,a. v. ozhigin_pers/1,14,1.0,0.25
2,a_key/4,32,1.0,0.25
3,aashish dhungana_pers/28,2,1.0,0.25
4,adam belloum_pers/1,14,1.0,0.25
5,adam bemben_pers/24,16,1.0,0.25
6,adam d. barwell_pers/2,19,1.0,0.25
7,adam padee_pers/11,3,1.0,0.25
8,adam s. z. belloum_pers/23,9,1.0,0.25
9,adianto wibisono_pers/1,14,1.0,0.25
10,adrian f. kacso_pers/24,16,1.0,0.25
11,adrian klusek_pers/16,21,1.0,0.25
12,adrian kosmide_pers/3,13,1.0,0.25
13,adrian ktusek_pers/2,19,1.0,0.25
14,agata kubiczek_pers/29,17,1.0,0.25
15,agnieszka wierzbowska_pers/24,16,1.0,0.25
16,aiyu zhu_pers/12,22,1.0,0.25
17,alejandro f. frangi_pers/1,14,1.0,0.25
18,aleksander byrski_pers/2,19,1.0,0.25
19,aleksander mamla_pers/17,28,1.0,0.25
20,alessia gualandris_pers/31,12,1.0,0.25
21,alexander boukhanovsky_pers/1,14,1.0,0.25
22,alexander kordes_pers/29,17,1.0,0.25
23,alexander l. pyayt_pers/1,14,1.0,0.25
24,alexander quast_pers/18,27,1.0,0.25
25,alexander reinefeld_pers/13,10,1.0,0.25
26,alexander v. boukhanovsky_pers/1,14,1.0,0.25
27,alexandru iosup_pers/10,30,1.0,0.25
28,alfons g. hoekstra_pers/31,12,1.0,0.25
29,alfred geiger_pers/13,10,1.0,0.25
30,alfredo saglimbeni_pers/1,14,1.0,0.25
31,alfredo tirado-ramos_pers/31,12,1.0,0.25
32,allen d. malony_pers/21,23,1.0,0.25
33,andreas hoffmann 0003_pers/18,27,1.0,0.25
34,andreas hofmann_pers/18,27,1.0,0.25
35,andreas hoheisel_pers/10,30,1.0,0.25
36,andreas knüpfer_pers/21,23,1.0,0.25
37,andreas reuter 0001_pers/13,10,1.0,0.25
38,andreas schmidt_pers/21,23,1.0,0.25
39,andrei v. malevsky_pers/2,19,1.0,0.25
40,andrzej broda_pers/19,1,1.0,0.25
41,andrzej czyzewski_pers/22,26,1.0,0.25
42,andrzej eilmes_pers/3,13,1.0,0.25
43,andrzej milenin_pers/22,26,1.0,0.25
44,andrzej olszewski_pers/11,3,1.0,0.25
45,andrzej opalinski_pers/2,19,1.0,0.25
46,andrzej ozieblo_pers/11,3,1.0,0.25
47,andrzej urbanik_pers/18,27,1.0,0.25
48,andrzej zbigniew maksymowicz_pers/16,21,1.0,0.25
49,andrés gómez-tato_pers/12,22,1.0,0.25
50,anne-mieke vandamme_pers/31,12,1.0,0.25
51,anthony sulistio_pers/31,12,1.0,0.25
52,antoni cyz_pers/11,3,1.0,0.25
53,arkadiusz gil_pers/2,19,1.0,0.25
54,arkadiusz janik_pers/15,15,1.0,0.25
55,arkadiusz kuboszek_pers/24,16,1.0,0.25
56,arkadiusz z. dudek_pers/16,21,1.0,0.25
57,arndt bode_pers/21,23,1.0,0.25
58,artur andrzejak_pers/9,31,1.0,0.25
59,artur binczewski_pers/11,3,1.0,0.25
60,b. j. broekhuijsen_pers/1,14,1.0,0.25
61,b. p. gouldby_pers/1,14,1.0,0.25
62,b. podsiadlo-kleinrok_pers/18,27,1.0,0.25
63,b_key/4,32,1.0,0.25
64,bartek palak_pers/22,26,1.0,0.25
65,bartlomiej balcerek_pers/22,26,1.0,0.25
66,bartlomiej labno_pers/23,9,1.0,0.25
67,bartlomiej patrzyk_pers/10,30,1.0,0.25
68,bartosz balis_pers/31,12,1.0,0.25
69,bartosz bosak_pers/31,12,1.0,0.25
70,bartosz kowalczyk_pers/2,19,1.0,0.25
71,bartosz kowalewski_pers/2,19,1.0,0.25
72,bartosz kryza_pers/22,26,1.0,0.25
73,bartosz kwolek_pers/23,9,1.0,0.25
74,bartosz minch_pers/16,21,1.0,0.25
75,bartosz szafran_pers/2,19,1.0,0.25
76,bartosz wilk_pers/31,12,1.0,0.25
77,benjamin j. kadlec_pers/29,17,1.0,0.25
78,benjamin satzger_pers/9,31,1.0,0.25
79,benny sowell_pers/29,17,1.0,0.25
80,bernhard lang_pers/1,14,1.0,0.25
81,bob hertzberger_pers/1,14,1.0,0.25
82,bogna blaszczyk_pers/2,19,1.0,0.25
83,branislav borovac_pers/21,23,1.0,0.25
84,breanndán ó nualláin_pers/31,12,1.0,0.25
85,carles bona-casas_pers/31,12,1.0,0.25
86,cees de laat_pers/1,14,1.0,0.25
87,cees t. a. m. de laat_pers/1,14,1.0,0.25
88,cesar r. s. da silva_pers/29,17,1.0,0.25
89,charles a. boucher_pers/31,12,1.0,0.25
90,chris borckholder_pers/1,14,1.0,0.25
91,christian uebing_pers/21,23,1.0,0.25
92,christof klausecker_pers/21,23,1.0,0.25
93,christoph hellweg_pers/18,27,1.0,0.25
94,christopher brown 0002_pers/2,19,1.0,0.25
95,cinzia cappiello_pers/9,31,1.0,0.25
96,claudia gold_pers/18,27,1.0,0.25
97,clemens harlfinger_pers/18,27,1.0,0.25
98,cécile piret_pers/29,17,1.0,0.25
99,damian kosc_pers/3,13,1.0,0.25
100,dan kigelman_pers/29,17,1.0,0.25
101,daniel harezlak_pers/31,12,1.0,0.25
102,daniel krzywicki_pers/2,19,1.0,0.25
103,daniel lorenz 0001_pers/21,23,1.0,0.25
104,daniel nolte_pers/1,14,1.0,0.25
105,daniel rodríguez_pers/21,23,1.0,0.25
106,dario ruiz lopez_pers/1,14,1.0,0.25
107,dariusz król 0002_pers/31,12,1.0,0.25
108,dariusz tasak_pers/9,31,1.0,0.25
109,dariusz zbik_pers/1,14,1.0,0.25
110,dat t. nguyen_pers/32,29,1.0,0.25
111,david a. sanchez_pers/29,17,1.0,0.25
112,david a. van de vijver_pers/31,12,1.0,0.25
113,david a. yuen_pers/29,17,1.0,0.25
114,david coster_pers/31,12,1.0,0.25
115,david k. kahaner_pers/27,24,1.0,0.25
116,david l. george_pers/12,22,1.0,0.25
117,dawid dworak_pers/2,19,1.0,0.25
118,dawid kurzyniec_pers/12,22,1.0,0.25
119,debbi chen_pers/27,24,1.0,0.25
120,debora testi_pers/1,14,1.0,0.25
121,denis caromel_pers/13,10,1.0,0.25
122,dennis hoppe_pers/31,12,1.0,0.25
123,derek groen_pers/31,12,1.0,0.25
124,derrick kondo_pers/9,31,1.0,0.25
125,dieter kranzlmüller_pers/13,10,1.0,0.25
126,dineke frentz_pers/31,12,1.0,0.25
127,dmitry vasunin_pers/1,14,1.0,0.25
128,dmitry vasyunin_pers/1,14,1.0,0.25
129,domenico talia_pers/13,10,1.0,0.25
130,dominik dziok_pers/21,23,1.0,0.25
131,dominik stoklosa_pers/22,26,1.0,0.25
132,dorota stojda_pers/11,3,1.0,0.25
133,dániel drótos_pers/10,30,1.0,0.25
134,edward nawarecki_pers/2,19,1.0,0.25
135,elzbieta richter-was_pers/10,30,1.0,0.25
136,eric lorenz_pers/31,12,1.0,0.25
137,erik o. d. sevre_pers/29,17,1.0,0.25
138,ernesto coto_pers/31,12,1.0,0.25
139,erwin laure_pers/13,10,1.0,0.25
140,eryk ciepiela_pers/31,12,1.0,0.25
141,evan f. bollig_pers/29,17,1.0,0.25
142,ewa deelman_pers/13,10,1.0,0.25
143,ewa matczynska_pers/11,3,1.0,0.25
144,eyuphan bulut_pers/28,2,1.0,0.25
145,f. i. rusadi_pers/1,14,1.0,0.25
146,fabien dubuffet_pers/8,18,1.0,0.25
147,fabio polticelli_pers/11,3,1.0,0.25
148,fabrizio gagliardi_pers/13,10,1.0,0.25
149,farrukh salim shaikh_pers/20,5,1.0,0.25
150,filip pomanski_pers/3,13,1.0,0.25
151,filip szura_pers/6,20,1.0,0.25
152,francesco nerieri_pers/10,30,1.0,0.25
153,francisco fernandez rivera_pers/12,22,1.0,0.25
154,frank berretz_pers/1,14,1.0,0.25
155,frank dopatka_pers/19,1,1.0,0.25
156,françoise baude_pers/13,10,1.0,0.25
157,g. dick van albada_pers/1,14,1.0,0.25
158,g. s. shirshov_pers/1,14,1.0,0.25
159,ganeshwara herawan hananda putra_pers/1,14,1.0,0.25
160,gerben klaas dirk de vries_pers/1,14,1.0,0.25
161,giovanni minervini_pers/11,3,1.0,0.25
162,giuseppe evangelista_pers/11,3,1.0,0.25
163,gordon erlebacher_pers/29,17,1.0,0.25
164,grady barrett wright_pers/29,17,1.0,0.25
165,grazyna skiba_pers/2,19,1.0,0.25
166,grzegorz dobrowolski_pers/2,19,1.0,0.25
167,grzegorz dyk_pers/31,12,1.0,0.25
168,grzegorz kaplita_pers/21,23,1.0,0.25
169,grzegorz mlynarczyk_pers/31,12,1.0,0.25
170,gábor dózsa_pers/18,27,1.0,0.25
171,hailing liu_pers/29,17,1.0,0.25
172,hamideh afsarmanesh_pers/1,14,1.0,0.25
173,han rauwerda_pers/1,14,1.0,0.25
174,han zhang_pers/3,13,1.0,0.25
175,hans j. w. spoelder_pers/1,14,1.0,0.25
176,hawzhin hozhabr pour_pers/29,17,1.0,0.25
177,hawzhin hozhabrpour_pers/29,17,1.0,0.25
178,henri e. bal_pers/1,14,1.0,0.25
179,henrik eichenhardt_pers/21,23,1.0,0.25
180,henryk palka_pers/11,3,1.0,0.25
181,hiroki senshu_pers/29,17,1.0,0.25
182,hong linh truong 0001_pers/10,30,1.0,0.25
183,huai zhang_pers/27,24,1.0,0.25
184,hubert siejkowski_pers/3,13,1.0,0.25
185,hui lin xing_pers/29,17,1.0,0.25
186,igor wojnicki_pers/32,29,1.0,0.25
187,ilkay altintas_pers/13,10,1.0,0.25
188,ilya i. mokhov_pers/1,14,1.0,0.25
189,irena roterman-konieczna_pers/11,3,1.0,0.25
190,irena roterman_pers/11,3,1.0,0.25
191,j. lhomme_pers/1,14,1.0,0.25
192,j. santoso_pers/1,14,1.0,0.25
193,jacek dajda_pers/2,19,1.0,0.25
194,jacek kitowski_pers/22,26,1.0,0.25
195,jacek moscinski_pers/16,21,1.0,0.25
196,jack j. dongarra_pers/13,10,1.0,0.25
197,jacob unterman_pers/3,13,1.0,0.25
198,jakub andrzejewski_pers/11,3,1.0,0.25
199,jakub bujas_pers/2,19,1.0,0.25
200,jakub dziwisz_pers/10,30,1.0,0.25
201,jakub sendor_pers/22,26,1.0,0.25
202,jakub t. moscicki_pers/13,10,1.0,0.25
203,jakub wach_pers/31,12,1.0,0.25
204,james b. s. g. greensky_pers/29,17,1.0,0.25
205,james j. suter_pers/31,12,1.0,0.25
206,jamie shiers_pers/13,10,1.0,0.25
207,jan blasiak_pers/5,8,1.0,0.25
208,jan dzwinel_pers/28,2,1.0,0.25
209,jan meizner_pers/31,12,1.0,0.25
210,jan pieczykolan_pers/22,26,1.0,0.25
211,jan stypka_pers/2,19,1.0,0.25
212,janusz slawek_pers/14,0,1.0,0.25
213,jarek nabrzyski_pers/31,12,1.0,0.25
214,jaroslaw dabrowski_pers/23,9,1.0,0.25
215,jaroslaw iwaszkiewicz_pers/11,3,1.0,0.25
216,javier rubio-loyola_pers/23,9,1.0,0.25
217,jens volkert_pers/21,23,1.0,0.25
218,jeroen broekhuijsen_pers/31,12,1.0,0.25
219,jerzy wasniewski_pers/12,22,1.0,0.25
220,jessica schmidt_pers/29,17,1.0,0.25
221,jesús labarta_pers/13,10,1.0,0.25
222,jie tao_pers/21,23,1.0,0.25
223,joan serrat 0001_pers/23,9,1.0,0.25
224,joan serrat-fernández_pers/23,9,1.0,0.25
225,joanna kijak_pers/11,3,1.0,0.25
226,joanna kocot_pers/31,12,1.0,0.25
227,joanna patrzyk_pers/10,30,1.0,0.25
228,joanna plazek_pers/11,3,1.0,0.25
229,johann krammer_pers/12,22,1.0,0.25
230,john hughes_pers/2,19,1.0,0.25
231,jonas sala_pers/12,22,1.0,0.25
232,jonathan c. mclane_pers/29,17,1.0,0.25
233,joris borgdorff_pers/31,12,1.0,0.25
234,josu martinez_pers/9,31,1.0,0.25
235,jozef kotus_pers/22,26,1.0,0.25
236,juan arenas_pers/1,14,1.0,0.25
237,juan c. burguillo_pers/2,19,1.0,0.25
238,jörg stiller_pers/8,18,1.0,0.25
239,jörg trinitis_pers/21,23,1.0,0.25
240,k. a. karasavvas_pers/1,14,1.0,0.25
241,k. reeves_pers/21,23,1.0,0.25
242,kamil figiela_pers/31,12,1.0,0.25
243,kamil górka_pers/31,12,1.0,0.25
244,kamil iskra_pers/1,14,1.0,0.25
245,kamil mazurek_pers/33,11,1.0,0.25
246,kamil pietak_pers/2,19,1.0,0.25
247,kamil sterna_pers/24,16,1.0,0.25
248,karol grzegorczyk_pers/10,30,1.0,0.25
249,karol wawrzyniak_pers/11,3,1.0,0.25
250,katarzyna prymula_pers/11,3,1.0,0.25
251,katarzyna rycerz_pers/31,12,1.0,0.25
252,katarzyna zajac 0001_pers/31,12,1.0,0.25
253,kazimierz balos_pers/22,26,1.0,0.25
254,kazimierz wiatr_pers/22,26,1.0,0.25
255,kevin hammond_pers/2,19,1.0,0.25
256,kinga salapa_pers/11,3,1.0,0.25
257,kirk e. jordan_pers/3,13,1.0,0.25
258,klaus ullmann_pers/13,10,1.0,0.25
259,klemens noga_pers/3,13,1.0,0.25
260,konrad gadek_pers/2,19,1.0,0.25
261,konrad jopek_pers/24,16,1.0,0.25
262,kornel skalkowski_pers/22,26,1.0,0.25
263,kristof theys_pers/31,12,1.0,0.25
264,krystian pawlik_pers/23,9,1.0,0.25
265,krzysztof banas_pers/24,16,1.0,0.25
266,krzysztof benedyczak_pers/11,3,1.0,0.25
267,krzysztof borowski_pers/26,7,1.0,0.25
268,krzysztof boryczko_pers/16,21,1.0,0.25
269,krzysztof cetnarowicz_pers/2,19,1.0,0.25
270,krzysztof dzwinel_pers/28,2,1.0,0.25
271,krzysztof guzy_pers/22,26,1.0,0.25
272,krzysztof j. cios_pers/15,15,1.0,0.25
273,krzysztof korcyl_pers/22,26,1.0,0.25
274,krzysztof kurowski_pers/31,12,1.0,0.25
275,krzysztof magiera_pers/10,30,1.0,0.25
276,krzysztof nawrocki_pers/11,3,1.0,0.25
277,krzysztof sowa-pieklo_pers/21,23,1.0,0.25
278,krzysztof sowa_pers/21,23,1.0,0.25
279,krzysztof wilaszek_pers/17,28,1.0,0.25
280,krzysztof wilk_pers/31,12,1.0,0.25
281,krzysztof zielinski_pers/22,26,1.0,0.25
282,kuba rozkwitalski_pers/10,30,1.0,0.25
283,ladislav hluchý_pers/13,10,1.0,0.25
284,lechoslaw trebacz_pers/18,27,1.0,0.25
285,leonardo mariani_pers/9,31,1.0,0.25
286,leszek siwik_pers/2,19,1.0,0.25
287,liang zheng_pers/27,24,1.0,0.25
288,louis o. hertzberger_pers/1,14,1.0,0.25
289,ludovic henrio_pers/13,10,1.0,0.25
290,luis menezes_pers/33,11,1.0,0.25
291,lukas wegmeth_pers/29,17,1.0,0.25
292,lukasz dutka_pers/22,26,1.0,0.25
293,lukasz faber_pers/2,19,1.0,0.25
294,lukasz flis_pers/11,3,1.0,0.25
295,lukasz nocun_pers/17,28,1.0,0.25
296,lukasz rauch_pers/22,26,1.0,0.25
297,lukasz skital_pers/22,26,1.0,0.25
298,m. charley kameyama_pers/29,17,1.0,0.25
299,m. damon_pers/8,18,1.0,0.25
300,m. gajecki_pers/16,21,1.0,0.25
301,m. magdón_pers/16,21,1.0,0.25
302,m. mechtel_pers/21,23,1.0,0.25
303,m. renczynska-wyrobek_pers/18,27,1.0,0.25
304,maciej dudek_pers/24,16,1.0,0.25
305,maciej filocha_pers/11,3,1.0,0.25
306,maciej golenia_pers/12,22,1.0,0.25
307,maciej golik_pers/3,13,1.0,0.25
308,maciej grzegorczyk_pers/24,16,1.0,0.25
309,maciej kuzniar_pers/9,31,1.0,0.25
310,maciej malawski_pers/31,12,1.0,0.25
311,maciej nabozny_pers/11,3,1.0,0.25
312,maciej paszynski_pers/31,12,1.0,0.25
313,maciej pawlik_pers/31,12,1.0,0.25
314,maciej twardy_pers/22,26,1.0,0.25
315,maciej zientarski_pers/13,10,1.0,0.25
316,magda szopa_pers/11,3,1.0,0.25
317,magdalena strzoda_pers/3,13,1.0,0.25
318,malgorzata krakowian_pers/11,3,1.0,0.25
319,malgorzata tomanek_pers/11,3,1.0,0.25
320,malgorzata wielgus_pers/8,18,1.0,0.25
321,malgorzata zabinska_pers/2,19,1.0,0.25
322,marcelina borcz_pers/22,26,1.0,0.25
323,marcin grzegorzek_pers/29,17,1.0,0.25
324,marcin jarzab_pers/10,30,1.0,0.25
325,marcin koch_pers/21,23,1.0,0.25
326,marcin kurdziel_pers/16,21,1.0,0.25
327,marcin los_pers/9,31,1.0,0.25
328,marcin nowak_pers/31,12,1.0,0.25
329,marcin pospieszny_pers/11,3,1.0,0.25
330,marcin radecki_pers/11,3,1.0,0.25
331,marcin smetek_pers/21,23,1.0,0.25
332,marcin stolarek_pers/11,3,1.0,0.25
333,marcin szelc_pers/11,3,1.0,0.25
334,marco danelutto_pers/13,10,1.0,0.25
335,marco nichau_pers/18,27,1.0,0.25
336,marek kasztelnik_pers/31,12,1.0,0.25
337,marek kisiel-dorohinicki_pers/2,19,1.0,0.25
338,marek kochanczyk_pers/11,3,1.0,0.25
339,marek kowalski_pers/11,3,1.0,0.25
340,marek magrys_pers/11,3,1.0,0.25
341,marek piascik_pers/10,30,1.0,0.25
342,marek pogoda_pers/16,21,1.0,0.25
343,marek wieczorek_pers/10,30,1.0,0.25
344,marek zaionc_pers/2,19,1.0,0.25
345,margaret balcerzak_pers/25,25,1.0,0.25
346,maria stanislawa magdon-maksymowicz_pers/16,21,1.0,0.25
347,marian bubak_pers/31,12,1.0,0.25
348,mariusz kope_pers/25,25,1.0,0.25
349,mariusz mamonski_pers/31,12,1.0,0.25
350,mariusz sterzel_pers/22,26,1.0,0.25
351,mariusz witek_pers/11,3,1.0,0.25
352,markus bode_pers/18,27,1.0,0.25
353,markus schmid_pers/9,31,1.0,0.25
354,marlon e. pierce_pers/29,17,1.0,0.25
355,marta panuszewska_pers/16,21,1.0,0.25
356,martin bobák_pers/23,9,1.0,0.25
357,martin g. metzker_pers/23,9,1.0,0.25
358,martin koehler_pers/1,14,1.0,0.25
359,martin schulz 0001_pers/21,23,1.0,0.25
360,massimo lamanna_pers/13,10,1.0,0.25
361,matei ripeanu_pers/10,30,1.0,0.25
362,mateusz banach_pers/11,3,1.0,0.25
363,mateusz godzik_pers/2,19,1.0,0.25
364,mateusz kosibowicz_pers/3,13,1.0,0.25
365,mateusz kupisz_pers/17,28,1.0,0.25
366,mateusz paciorek_pers/2,19,1.0,0.25
367,mateusz paciorekl_pers/2,19,1.0,0.25
368,mateusz piech_pers/2,19,1.0,0.25
369,mateusz starzec_pers/2,19,1.0,0.25
370,matthew g. knepley_pers/27,24,1.0,0.25
371,matthias assel_pers/31,12,1.0,0.25
372,matthieu morel_pers/13,10,1.0,0.25
373,matti heikkurinen_pers/23,9,1.0,0.25
374,mehmet a. nacar_pers/29,17,1.0,0.25
375,mehmet s. aktas_pers/29,17,1.0,0.25
376,michael garbas_pers/18,27,1.0,0.25
377,michael gerndt_pers/21,23,1.0,0.25
378,michael m. resch_pers/13,10,1.0,0.25
379,michael oberhuber_pers/12,22,1.0,0.25
380,michael r. knox_pers/29,17,1.0,0.25
381,michal bluj_pers/11,3,1.0,0.25
382,michal dwuznik_pers/11,3,1.0,0.25
383,michal dyrda_pers/17,28,1.0,0.25
384,michal janczykowski_pers/24,16,1.0,0.25
385,michal kapalka_pers/31,12,1.0,0.25
386,michal konarski_pers/2,19,1.0,0.25
387,michal krok_pers/10,30,1.0,0.25
388,michal lopuszynski_pers/11,3,1.0,0.25
389,michal niec_pers/17,28,1.0,0.25
390,michal orzechowski_pers/31,12,1.0,0.25
391,michal pelczar_pers/31,12,1.0,0.25
392,michal piotrowski_pers/26,7,1.0,0.25
393,michal radziszewski_pers/16,21,1.0,0.25
394,michal slaski_pers/2,19,1.0,0.25
395,michal swatowski_pers/3,13,1.0,0.25
396,michal trzeciak_pers/3,13,1.0,0.25
397,michal turala_pers/11,3,1.0,0.25
398,michal wegiel_pers/11,3,1.0,0.25
399,mike r. knox_pers/29,17,1.0,0.25
400,mikolaj baranowski_pers/1,14,1.0,0.25
401,milosz zdybal_pers/11,3,1.0,0.25
402,miroslav zivkovic_pers/1,14,1.0,0.25
403,monika piwowar_pers/3,13,1.0,0.25
404,márcia a. inda_pers/1,14,1.0,0.25
405,n. b. melnikova_pers/1,14,1.0,0.25
406,nan zhang_pers/29,17,1.0,0.25
407,norbert meyer_pers/11,3,1.0,0.25
408,olav hansen_pers/12,22,1.0,0.25
409,oleg v. vasilyev_pers/6,20,1.0,0.25
410,olivier hoenen_pers/31,12,1.0,0.25
411,ondrej habala_pers/23,9,1.0,0.25
412,onn shehory_pers/9,31,1.0,0.25
413,otto rienhoff_pers/13,10,1.0,0.25
414,owen appleton_pers/23,9,1.0,0.25
415,p. mättig_pers/21,23,1.0,0.25
416,pablo lamata_pers/1,14,1.0,0.25
417,paola grosso_pers/1,14,1.0,0.25
418,patryk lason_pers/11,3,1.0,0.25
419,patryk orzechowski_pers/32,29,1.0,0.25
420,paul t. groth_pers/1,14,1.0,0.25
421,pawel chorazyk_pers/2,19,1.0,0.25
422,pawel gepner_pers/31,12,1.0,0.25
423,pawel gosztyla_pers/6,20,1.0,0.25
424,pawel hodurek_pers/12,22,1.0,0.25
425,pawel j. matuszyk_pers/5,8,1.0,0.25
426,pawel jurczyk_pers/12,22,1.0,0.25
427,pawel koperek_pers/17,28,1.0,0.25
428,pawel pawlowicz_pers/2,19,1.0,0.25
429,pawel pierzchala_pers/31,12,1.0,0.25
430,pawel pikula_pers/17,28,1.0,0.25
431,pawel plaszczak_pers/31,12,1.0,0.25
432,pawel swierszcz_pers/7,4,1.0,0.25
433,pawel topa_pers/9,31,1.0,0.25
434,pawel wolniewicz_pers/11,3,1.0,0.25
435,pawel wróblewski_pers/25,25,1.0,0.25
436,peter bloem_pers/1,14,1.0,0.25
437,peter brezany_pers/21,23,1.0,0.25
438,peter brunner_pers/10,30,1.0,0.25
439,peter buchholz 0002_pers/21,23,1.0,0.25
440,peter fritzson_pers/12,22,1.0,0.25
441,peter m. a. sloot_pers/13,10,1.0,0.25
442,peter skov_pers/12,22,1.0,0.25
443,peter v. coveney_pers/31,12,1.0,0.25
444,pieter libin_pers/31,12,1.0,0.25
445,piotr anielski_pers/2,19,1.0,0.25
446,piotr bala_pers/22,26,1.0,0.25
447,piotr blaszczyk_pers/2,19,1.0,0.25
448,piotr godowski_pers/23,9,1.0,0.25
449,piotr handzlik_pers/18,27,1.0,0.25
450,piotr iwo wójcik_pers/29,17,1.0,0.25
451,piotr kala_pers/2,19,1.0,0.25
452,piotr kustra_pers/22,26,1.0,0.25
453,piotr luszczek_pers/12,22,1.0,0.25
454,piotr machner_pers/13,10,1.0,0.25
455,piotr malecki_pers/11,3,1.0,0.25
456,piotr martyna_pers/21,23,1.0,0.25
